candidate,selected,selection_rank,marginal_relevance,cmim_score,utility_score,fairness_leakage,fairness_penalty,score,runtime_elapsed_seconds
priors_count,True,1.0,0.05300766726998611,0.05300766726998611,0.05300766726998611,0.019004736411591824,0.5,0.0435052990641902,0.26996588706970215
c_charge_desc,False,,0.08384883078603281,0.08384883078603281,0.08384883078603281,0.08845942070557447,0.5,0.03961912043324557,0.26996588706970215
age,False,,0.018066024811884684,0.018066024811884684,0.018066024811884684,0.019650133039737977,0.5,0.008240958292015696,0.26996588706970215
age_cat,False,,0.01234980438445929,0.01234980438445929,0.01234980438445929,0.01601821519918864,0.5,0.00434069678486497,0.26996588706970215
c_charge_degree,False,,0.007051721282161222,0.007051721282161222,0.007051721282161222,0.005694781680843475,0.5,0.0042043304417394844,0.26996588706970215
juv_fel_count,False,,0.0,0.0,0.0,0.0,0.5,0.0,0.26996588706970215
juv_misd_count,False,,0.0,0.0,0.0,0.0,0.5,0.0,0.26996588706970215
juv_other_count,False,,0.0,0.0,0.0,0.0,0.5,0.0,0.26996588706970215
c_charge_desc,True,2.0,0.08384883078603281,0.12521380203498056,0.12521380203498056,0.08845942070557447,0.5,0.08098409168219332,0.4108107089996338
age,False,,0.018066024811884684,0.03480601220337591,0.03480601220337591,0.019650133039737977,0.5,0.024980945683506922,0.4108107089996338
age_cat,False,,0.01234980438445929,0.027599139357007023,0.027599139357007023,0.01601821519918864,0.5,0.019590031757412703,0.4108107089996338
c_charge_degree,False,,0.007051721282161222,0.0030747507824423247,0.0030747507824423247,0.005694781680843475,0.5,0.0002273599420205873,0.4108107089996338
juv_fel_count,False,,0.0,0.0,0.0,0.0,0.5,0.0,0.4108107089996338
juv_misd_count,False,,0.0,0.0,0.0,0.0,0.5,0.0,0.4108107089996338
juv_other_count,False,,0.0,0.0,0.0,0.0,0.5,0.0,0.4108107089996338
age,True,3.0,0.018066024811884684,0.03480601220337591,0.03480601220337591,0.019650133039737977,0.5,0.024980945683506922,4.328805685043335
age_cat,False,,0.01234980438445929,0.027599139357007023,0.027599139357007023,0.01601821519918864,0.5,0.019590031757412703,4.328805685043335
c_charge_degree,False,,0.007051721282161222,0.0030747507824423247,0.0030747507824423247,0.005694781680843475,0.5,0.0002273599420205873,4.328805685043335
juv_fel_count,False,,0.0,0.0,0.0,0.0,0.5,0.0,4.328805685043335
juv_misd_count,False,,0.0,0.0,0.0,0.0,0.5,0.0,4.328805685043335
juv_other_count,False,,0.0,0.0,0.0,0.0,0.5,0.0,4.328805685043335
c_charge_degree,True,4.0,0.007051721282161222,0.0030747507824423247,0.0030747507824423247,0.005694781680843475,0.5,0.0002273599420205873,7.571118593215942
juv_fel_count,False,,0.0,0.0,0.0,0.0,0.5,0.0,7.571118593215942
juv_misd_count,False,,0.0,0.0,0.0,0.0,0.5,0.0,7.571118593215942
juv_other_count,False,,0.0,0.0,0.0,0.0,0.5,0.0,7.571118593215942
age_cat,False,,0.01234980438445929,6.5572341975965136e-06,6.5572341975965136e-06,0.01601821519918864,0.5,-0.008002550365396724,7.571118593215942
juv_fel_count,True,5.0,0.0,0.0,0.0,0.0,0.5,0.0,10.00458312034607
juv_misd_count,False,,0.0,0.0,0.0,0.0,0.5,0.0,10.00458312034607
juv_other_count,False,,0.0,0.0,0.0,0.0,0.5,0.0,10.00458312034607
age_cat,False,,0.01234980438445929,6.5572341975965136e-06,6.5572341975965136e-06,0.01601821519918864,0.5,-0.008002550365396724,10.00458312034607
